Name,Draft Year,Pick Number,POS,Predicted Score,Actual Tier,Position Group
Corey Kispert,2021,15,SF,2.004,3,Wing
Trey Murphy III,2021,17,SF,2.168,5,Wing
Tre Mann,2021,18,PG,2.454,3,Guard
Kai Jones,2021,19,C,2.296,0,Big
Jalen Johnson,2021,20,"SF,PF",5.232,7,Wing
Keon Johnson,2021,21,SG,0.884,3,Guard
Isaiah Jackson,2021,22,C,2.862,0,Big
Josh Christopher,2021,24,SG,2.362,0,Guard
Quentin Grimes,2021,25,SG,1.498,5,Guard
Bones Hyland,2021,26,"PG,SG",1.912,3,Guard
Cam Thomas,2021,27,SG,4.098,3,Guard
Jaden Springer,2021,28,"SG,PG",0.996,0,Guard
Day'Ron Sharpe,2021,29,"C,PF",1.924,3,Big
Santi Aldama,2021,30,"PF,C",1.722,3,Big
Jeremiah Robinson-Earl,2021,32,"PF,C",1.682,0,Big
Jason Preston,2021,33,PG,0.696,0,Guard
Herbert Jones,2021,35,"SF,PF",1.186,5,Wing
Miles McBride,2021,36,PG,2.222,3,Guard
JT Thor,2021,37,"PF,C",2.942,0,Big
Ayo Dosunmu,2021,38,SG,1.526,3,Guard
Neemias Queta,2021,39,C,3.05,0,Big
Jared Butler,2021,40,"PG,SG",1.468,0,Guard
Joe Wieskamp,2021,41,SG,3.526,0,Guard
Isaiah Livers,2021,42,"PF,SF",2.504,0,Wing
Greg Brown III,2021,43,"PF,SF",3.878,0,Wing
Kessler Edwards,2021,44,SF,0.758,0,Wing
Dalano Banton,2021,46,PG,1.714,0,Guard
David Johnson,2021,47,"PG,SG",1.422,0,Guard
Sharife Cooper,2021,48,PG,3.952,0,Guard
Marcus Zegarowski,2021,49,PG,0.244,0,Guard
Filip PetruÅ¡ev,2021,50,C,1.188,0,Big
Brandon Boston Jr.,2021,51,"SG,SF",2.562,3,Wing
Luka Garza,2021,52,C,1.152,0,Big
Charles Bassey,2021,53,C,2.932,0,Big
Sandro Mamukelashvili,2021,54,"C,PF",1.604,0,Big
Aaron Wiggins,2021,55,SG,1.28,3,Guard
Scottie Lewis,2021,56,SG,1.124,0,Guard
BalÅ¡a Koprivica,2021,57,C,1.61,0,Big
Jericho Sims,2021,58,"C,PF",2.144,0,Big
RaiQuan Gray,2021,59,"SF,PF",0.48,0,Wing
Paolo Banchero,2022,1,"SF,PF",5.48,,Wing
Chet Holmgren,2022,2,"C,PF",3.854,,Big
Jabari Smith Jr.,2022,3,"SF,PF",5.294,,Wing
Keegan Murray,2022,4,"SF,PF",2.246,,Wing
Jaden Ivey,2022,5,SG,2.544,,Guard
Bennedict Mathurin,2022,6,"SF,SG",3.958,,Wing
Jeremy Sochan,2022,9,"SF,PF",3.866,,Wing
Johnny Davis,2022,10,SG,2.54,,Guard
Jalen Williams,2022,12,"SG,PF",2.318,,Wing
Jalen Duren,2022,13,C,3.214,,Big
Ochai Agbaji,2022,14,SG,2.368,,Guard
Mark Williams,2022,15,C,1.798,,Big
AJ Griffin,2022,16,"SF,PF",2.266,,Wing
Tari Eason,2022,17,"SF,PF",1.25,,Wing
Dalen Terry,2022,18,SG,3.402,,Guard
Jake LaRavia,2022,19,PF,2.024,,Big
Malaki Branham,2022,20,"SG,PG",3.944,,Guard
Christian Braun,2022,21,SG,2.208,,Guard
Walker Kessler,2022,22,C,2.63,,Big
David Roddy,2022,23,"SF,PF",1.98,,Wing
Blake Wesley,2022,25,SG,1.894,,Guard
Wendell Moore Jr.,2022,26,SG,2.39,,Guard
Patrick Baldwin Jr.,2022,28,SF,3.03,,Wing
TyTy Washington Jr.,2022,29,PG,1.078,,Guard
Peyton Watson,2022,30,"SF,SG",2.832,,Wing
Andrew Nembhard,2022,31,"SG,PG",0.67,,Guard
Caleb Houstan,2022,32,"SF,PF",2.018,,Wing
Christian Koloko,2022,33,C,1.508,,Big
Jaylin Williams,2022,34,"C,PF",1.902,,Big
Max Christie,2022,35,SG,2.102,,Guard
Kennedy Chandler,2022,38,PG,2.258,,Guard
Bryce McGowens,2022,40,SG,2.524,,Guard
E.J. Liddell,2022,41,"SF,PF",1.238,,Wing
Trevor Keels,2022,42,SG,2.662,,Guard
Moussa DiabatÃ©,2022,43,C,0.826,,Big
Ryan Rollins,2022,44,PG,4.276,,Guard
Josh Minott,2022,45,SF,3.688,,Wing
Vince Williams Jr.,2022,47,SG,0.998,,Guard
Kendall Brown,2022,48,SG,2.724,,Guard
Isaiah Mobley,2022,49,PF,1.61,,Big
Tyrese Martin,2022,51,SG,1.71,,Guard
JD Davison,2022,53,"SG,PG",2.972,,Guard
Jabari Walker,2022,57,SF,3.566,,Wing
Brandon Miller,2023,2,SF,1.588,,Wing
Anthony Black,2023,6,PG,2.58,,Guard
Jarace Walker,2023,8,"SF,PF",3.878,,Wing
Taylor Hendricks,2023,9,PF,1.488,,Big
Cason Wallace,2023,10,SG,2.352,,Guard
Jett Howard,2023,11,SF,2.67,,Wing
Dereck Lively II,2023,12,C,3.714,,Big
Gradey Dick,2023,13,SG,4.048,,Guard
Jordan Hawkins,2023,14,SG,1.712,,Guard
Kobe Bufkin,2023,15,SG,3.344,,Guard
Keyonte George,2023,16,"PG,SG",2.466,,Guard
Jalen Hood-Schifino,2023,17,SG,2.586,,Guard
Jaime Jaquez Jr.,2023,18,SF,1.556,,Wing
Brandin Podziemski,2023,19,SG,4.076,,Guard
Cam Whitmore,2023,20,SF,3.036,,Wing
Noah Clowney,2023,21,PF,2.158,,Big
Dariq Whitehead,2023,22,SF,1.826,,Wing
Kris Murray,2023,23,SF,1.144,,Wing
Olivier-Maxence Prosper,2023,24,"SF,PF",1.198,,Wing
Marcus Sasser,2023,25,PG,0.262,,Guard
Ben Sheppard,2023,26,SG,0.616,,Guard
Nick Smith Jr.,2023,27,SG,2.586,,Guard
Brice Sensabaugh,2023,28,SF,3.152,,Wing
Julian Strawther,2023,29,"SF,SG",0.56,,Wing
Kobe Brown,2023,30,"SF,PF",2.068,,Wing
Jalen Pickett,2023,32,SG,1.43,,Guard
Colby Jones,2023,34,SG,1.18,,Guard
Julian Phillips,2023,35,SF,2.278,,Wing
Andre Jackson Jr.,2023,36,SG,1.728,,Guard
Hunter Tyson,2023,37,"SF,PF",1.432,,Wing
Jordan Walsh,2023,38,"SF,PF",2.564,,Wing
Mouhamed Gueye,2023,39,PF,1.704,,Big
Maxwell Lewis,2023,40,SF,0.8,,Wing
Amari Bailey,2023,41,PG,2.432,,Guard
GG Jackson II,2023,45,"SF,PF",3.114,,Wing
Seth Lundy,2023,46,SF,0.518,,Wing
Jordan Miller,2023,48,SF,1.562,,Wing
Emoni Bates,2023,49,SF,3.008,,Wing
Keyontae Johnson,2023,50,SF,0.638,,Wing
Jalen Wilson,2023,51,"SF,PF",0.646,,Wing
Toumani Camara,2023,52,"SF,PF",0.672,,Wing
Jaylen Clark,2023,53,SG,1.36,,Guard
Jalen Slawson,2023,54,SF,1.724,,Wing
Isaiah Wong,2023,55,SG,0.376,,Guard
Trayce Jackson-Davis,2023,57,"PF,C",1.666,,Big
Chris Livingston,2023,58,SF,2.29,,Wing
Reed Sheppard,2024,3,"PG,SG",4.728,,Guard
Stephon Castle,2024,4,PG,2.974,,Guard
Donovan Clingan,2024,7,C,3.792,,Big
Rob Dillingham,2024,8,PG,5.932,,Guard
Zach Edey,2024,9,C,1.924,,Big
Cody Williams,2024,10,SG,2.784,,Guard
Devin Carter,2024,13,PG,0.87,,Guard
Bub Carrington,2024,14,PG,2.874,,Guard
Kel'el Ware,2024,15,C,2.552,,Big
Jared McCain,2024,16,"SG,PG",3.302,,Guard
Dalton Knecht,2024,17,SF,1.714,,Wing
Tristan Da Silva,2024,18,SF,1.506,,Wing
Ja'Kobe Walter,2024,19,SG,1.808,,Guard
Jaylon Tyson,2024,20,SG,0.548,,Guard
Yves Missi,2024,21,C,3.224,,Big
DaRon Holmes,2024,22,PF,2.854,,Big
Kyshawn George,2024,24,SG,0.938,,Guard
Dillon Jones,2024,26,SF,2.454,,Wing
Terrence Shannon Jr.,2024,27,SG,2.034,,Guard
Ryan Dunn,2024,28,SF,1.098,,Wing
Isaiah Collier,2024,29,PG,2.722,,Guard
Baylor Scheierman,2024,30,SG,0.978,,Guard
Jonathan Mogbo,2024,31,"SF,PF",2.792,,Wing
Kyle Filipowski,2024,32,C,2.696,,Big
Tyler Kolek,2024,34,PG,1.528,,Guard
Johnny Furphy,2024,35,SG,3.114,,Guard
Bobi Klintman,2024,37,SF,0.584,,Wing
Ajay Mitchell,2024,38,SG,1.064,,Guard
Jaylen Wells,2024,39,"SG,SF",2.872,,Wing
Oso Ighodaro,2024,40,PF,1.16,,Big
Adem Bona,2024,41,"C,PF",1.306,,Big
KJ Simpson,2024,42,PG,0.944,,Guard
Pelle Larsson,2024,44,SG,0.986,,Guard
Jamal Shead,2024,45,PG,1.75,,Guard
Cam Christie,2024,46,SG,4.178,,Guard
Antonio Reeves,2024,47,SG,0.814,,Guard
Harrison Ingram,2024,48,"SF,PF",1.928,,Wing
Tristen Newton,2024,49,SG,1.008,,Guard
Enrique Freeman,2024,50,"SF,PF",1.428,,Wing
Quinten Post,2024,52,PF,1.234,,Big
Cam Spencer,2024,53,SG,1.498,,Guard
Anton Watson,2024,54,SF,1.776,,Wing
Bronny James,2024,55,SG,3.258,,Guard
Kevin McCullar Jr.,2024,56,SF,1.438,,Wing
Cooper Flagg,2025,1,"SF,PF",5.494,,Wing
Dylan Harper,2025,2,"PG,SG",6.18,,Guard
VJ Edgecombe,2025,3,SG,4.548,,Guard
Kon Knueppel,2025,4,"SG,SF",4.894,,Wing
Ace Bailey,2025,5,SF,3.09,,Wing
Tre Johnson,2025,6,SG,4.644,,Guard
Jeremiah Fears,2025,7,PG,3.054,,Guard
Egor Demin,2025,8,"PG,SG",3.652,,Guard
Collin Murray-Boyles,2025,9,"SF,PF",3.356,,Wing
Khaman Maluach,2025,10,C,2.972,,Big
Cedric Coward,2025,11,"SG,SF",2.094,,Wing
Derik Queen,2025,13,C,1.966,,Big
Carter Bryant,2025,14,"SF,PF",3.878,,Wing
Thomas Sorber,2025,15,"PF,C",2.67,,Big
Walter Clayton,2025,18,PG,1.712,,Guard
Kasparas Jakucionis,2025,20,"PG,SG",3.114,,Guard
Will Riley,2025,21,"SG,SF",3.42,,Wing
Drake Powell,2025,22,SG,3.69,,Guard
Asa Newell,2025,23,PF,2.106,,Big
Nique Clifford,2025,24,"SG,SF",2.152,,Wing
Jase Richardson,2025,25,"SG,PG",5.334,,Guard
Danny Wolf,2025,27,"PF,C",2.172,,Big
Liam McNeeley,2025,29,SF,3.148,,Wing
Yanic Konan Niederhauser,2025,30,C,1.56,,Big
Rasheer Fleming,2025,31,"SF,PF",0.984,,Wing
Sion James,2025,33,SF,2.402,,Wing
Ryan Kalkbrenner,2025,34,C,1.34,,Big
Johni Broome,2025,35,"PF,C",2.408,,Big
Adou Thiero,2025,36,"SF,PF",0.978,,Wing
Chaz Lanier,2025,37,SG,1.808,,Guard
Kam Jones,2025,38,"PG,SG",1.776,,Guard
Alijah Martin,2025,39,SG,1.552,,Guard
Micah Peavy,2025,40,"SG,SF",1.732,,Wing
Koby Brea,2025,41,SG,1.658,,Guard
Maxime Raynaud,2025,42,C,0.708,,Big
Jamir Watkins,2025,43,"SG,SF",0.654,,Wing
Brooks Barnhizer,2025,44,SF,2.176,,Wing
Amari Williams,2025,46,C,2.22,,Big
Javon Small,2025,48,PG,0.842,,Guard
Tyrese Proctor,2025,49,PG,1.358,,Guard
Kobe Sanders,2025,50,SG,0.782,,Guard
John Tonje,2025,53,SG,4.19,,Guard
Taelon Peter,2025,54,SG,1.26,,Guard
Will Richard,2025,56,SG,1.694,,Guard
Max Shulga,2025,57,"PG,SG",0.568,,Guard
Jahmai Mashack,2025,59,SG,1.78,,Guard
